0,0,5.0
0,1,5.0
0,2,5.0
1,5,5.0
1,6,5.0
1,7,5.0
1,8,5.0
1,9,5.0
2,12,4.0
2,13,5.0
2,14,5.0
3,16,5.0
3,17,4.0
3,18,4.0
3,19,5.0
3,20,5.0
4,23,4.0
4,24,5.0
4,25,5.0
5,28,4.0
5,29,5.0
5,30,5.0
5,31,5.0
5,32,5.0
5,33,5.0
5,34,5.0
6,37,5.0
6,38,5.0
6,39,5.0
6,40,5.0
6,41,2.0
7,44,5.0
7,45,4.0
7,46,4.0
7,47,5.0
8,50,5.0
8,51,5.0
8,52,5.0
9,55,5.0
9,37,4.0
9,56,5.0
10,59,3.0
10,60,5.0
10,61,5.0
10,62,5.0
11,64,5.0
11,65,5.0
11,66,5.0
11,67,5.0
12,70,4.0
12,71,4.0
12,72,3.0
13,34,3.0
13,75,5.0
13,76,5.0
14,77,3.0
14,78,5.0
14,79,3.0
15,82,4.0
15,83,4.0
15,84,4.0
15,85,5.0
16,37,5.0
16,88,4.0
16,89,4.0
16,14,4.0
16,90,3.0
16,91,4.0
16,92,4.0
16,93,5.0
16,19,4.0
16,94,4.0
17,97,5.0
17,98,5.0
17,99,4.0
17,100,4.0
17,32,5.0
18,58,4.0
18,77,5.0
18,102,3.0
18,103,5.0
18,104,5.0
18,105,5.0
19,108,5.0
19,109,5.0
19,110,5.0
20,113,4.0
20,114,5.0
20,115,5.0
20,116,3.0
21,119,4.0
21,120,4.0
21,121,5.0
22,123,5.0
22,37,5.0
22,124,3.0
22,125,5.0
23,127,5.0
23,128,5.0
23,129,4.0
24,132,4.0
24,133,4.0
24,134,4.0
25,16,5.0
25,136,4.0
25,137,5.0
25,138,5.0
25,139,3.0
26,78,5.0
26,141,5.0
26,142,4.0
26,143,5.0
26,144,5.0
27,147,5.0
27,148,5.0
27,149,1.0
28,152,5.0
28,29,5.0
28,78,5.0
29,154,5.0
29,39,5.0
29,84,5.0
30,16,5.0
30,156,5.0
30,157,5.0
31,158,4.0
31,159,3.0
31,18,5.0
32,162,5.0
32,163,5.0
32,102,5.0
33,159,3.0
33,165,5.0
33,110,4.0
33,166,5.0
33,167,4.0
33,49,5.0
33,144,4.0
33,168,3.0
33,135,5.0
34,170,2.0
34,171,5.0
34,32,5.0
34,172,5.0
34,69,5.0
34,114,5.0
34,100,5.0
34,173,5.0
34,129,5.0
34,174,5.0
34,160,5.0
34,7,5.0
34,175,5.0
34,30,5.0
34,176,5.0
34,177,5.0
34,178,5.0
34,179,5.0
34,180,5.0
35,56,5.0
35,55,4.0
35,16,5.0
36,110,4.0
36,144,5.0
36,183,5.0
36,184,2.0
36,26,5.0
37,158,5.0
37,186,5.0
37,157,5.0
38,181,3.0
38,161,5.0
38,188,5.0
39,37,1.0
39,191,5.0
39,192,3.0
39,92,4.0
39,193,5.0
39,194,3.0
39,195,4.0
39,196,4.0
39,108,3.0
39,197,5.0
39,198,5.0
39,199,5.0
39,115,5.0
39,200,5.0
39,201,3.0
39,202,3.0
40,205,5.0
40,206,5.0
40,20,5.0
40,30,5.0
40,207,5.0
41,208,5.0
41,6,4.0
41,62,5.0
41,209,5.0
41,210,5.0
42,212,5.0
42,213,5.0
42,214,4.0
42,215,5.0
43,217,5.0
43,105,4.0
43,154,4.0
43,95,4.0
44,219,1.0
44,220,4.0
44,221,5.0
45,224,5.0
45,225,5.0
45,39,5.0
45,26,5.0
46,228,5.0
46,229,5.0
46,230,5.0
47,8,5.0
47,231,5.0
47,211,5.0
48,233,3.0
48,234,3.0
48,20,5.0
49,40,5.0
49,236,5.0
49,39,4.0
50,238,5.0
50,169,5.0
50,239,5.0
50,138,5.0
50,240,5.0
51,242,5.0
51,24,5.0
51,243,3.0
51,244,5.0
51,245,5.0
51,246,5.0
51,247,3.0
51,16,5.0
51,248,5.0
51,110,5.0
51,249,5.0
51,250,5.0
51,251,5.0
52,98,5.0
52,237,5.0
52,164,5.0
52,252,5.0
52,16,5.0
52,253,5.0
52,32,5.0
53,31,5.0
53,254,5.0
53,255,3.0
53,249,5.0
53,45,4.0
53,256,4.0
53,142,3.0
53,1,5.0
53,257,5.0
53,258,4.0
54,254,5.0
54,97,5.0
54,234,5.0
54,260,5.0
54,92,5.0
54,16,5.0
54,261,5.0
55,262,5.0
55,263,5.0
55,264,5.0
55,265,5.0
56,268,1.0
56,269,1.0
56,270,1.0
57,82,4.0
57,25,5.0
57,271,5.0
57,197,3.0
58,77,4.0
58,40,4.0
58,273,4.0
58,181,4.0
59,271,4.0
59,274,3.0
59,85,3.0
59,25,4.0
60,34,4.0
60,277,5.0
60,278,4.0
60,77,5.0
61,125,4.0
61,280,2.0
61,281,5.0
62,283,4.0
62,284,4.0
62,37,5.0
63,286,5.0
63,287,4.0
63,288,5.0
63,289,2.0
64,291,5.0
64,241,5.0
64,16,5.0
64,111,5.0
64,42,5.0
64,292,5.0
64,293,4.0
64,294,3.0
64,28,3.0
64,295,4.0
64,88,4.0
65,50,5.0
65,298,5.0
65,299,5.0
66,241,5.0
66,167,5.0
66,297,5.0
67,303,3.0
67,304,5.0
67,305,4.0
67,306,5.0
67,307,5.0
68,308,5.0
68,232,5.0
68,309,4.0
69,312,4.0
69,313,4.0
69,314,1.0
69,39,5.0
70,16,4.0
70,77,3.0
70,235,5.0
70,90,3.0
70,40,4.0
70,195,5.0
71,316,5.0
71,317,1.0
71,173,1.0
72,319,4.0
72,90,5.0
72,181,5.0
72,102,4.0
73,152,5.0
73,244,5.0
73,320,1.0
73,173,2.0
73,92,5.0
73,321,3.0
73,108,3.0
73,21,5.0
73,322,5.0
73,323,5.0
73,270,5.0
73,314,2.0
74,326,5.0
74,327,5.0
74,163,5.0
75,97,5.0
75,37,4.0
75,330,3.0
75,92,5.0
75,126,2.0
75,134,5.0
75,331,5.0
75,6,1.0
75,105,3.0
75,189,5.0
75,332,5.0
75,333,3.0
75,334,5.0
75,42,5.0
76,263,4.0
76,335,5.0
76,280,5.0
77,338,5.0
77,339,5.0
77,243,5.0
77,340,5.0
78,341,5.0
78,69,5.0
78,342,5.0
79,344,4.0
79,345,4.0
79,84,4.0
80,315,5.0
80,76,5.0
80,245,4.0
81,163,3.0
81,308,5.0
81,37,5.0
82,348,5.0
82,349,5.0
82,350,5.0
83,352,4.0
83,353,4.0
83,354,5.0
83,355,5.0
83,356,4.0
84,272,5.0
84,357,5.0
84,84,5.0
84,341,5.0
85,246,5.0
85,21,5.0
85,358,3.0
85,16,5.0
85,40,4.0
85,261,4.0
85,37,5.0
86,327,4.0
86,35,4.0
86,359,5.0
86,125,5.0
86,360,2.0
87,362,5.0
87,16,4.0
87,363,4.0
88,155,5.0
88,250,5.0
88,365,5.0
88,18,5.0
88,175,5.0
88,366,5.0
88,7,5.0
88,367,5.0
88,62,5.0
89,243,5.0
89,56,4.0
89,71,5.0
89,263,4.0
89,369,5.0
89,370,5.0
89,25,4.0
89,176,5.0
89,32,5.0
89,371,5.0
89,372,5.0
89,373,5.0
89,374,5.0
89,375,5.0
89,234,4.0
89,376,5.0
89,126,5.0
89,377,5.0
89,6,5.0
89,378,4.0
89,379,5.0
89,380,5.0
89,381,5.0
89,382,5.0
89,168,5.0
90,272,5.0
90,384,4.0
90,157,5.0
90,364,5.0
91,386,5.0
91,14,5.0
91,77,5.0
91,70,3.0
91,387,5.0
91,252,5.0
91,388,4.0
91,193,5.0
91,389,3.0
91,219,3.0
92,32,5.0
92,90,3.0
92,391,5.0
92,8,5.0
92,316,5.0
92,392,5.0
92,167,5.0
92,393,5.0
92,381,4.0
93,16,5.0
93,396,5.0
93,397,5.0
93,398,4.0
93,28,5.0
93,243,4.0
93,97,4.0
93,30,4.0
93,376,4.0
93,399,3.0
93,74,4.0
93,400,4.0
93,92,4.0
93,155,2.0
93,100,3.0
94,402,5.0
94,77,4.0
94,403,4.0
94,243,4.0
94,404,4.0
94,234,5.0
95,155,5.0
95,16,3.0
95,82,4.0
95,37,5.0
96,406,4.0
96,40,5.0
96,297,5.0
96,92,5.0
96,407,3.0
96,281,5.0
96,408,5.0
96,409,5.0
96,410,4.0
96,411,4.0
96,291,5.0
96,412,5.0
97,414,5.0
97,415,5.0
97,333,5.0
98,8,5.0
98,67,5.0
98,416,2.0
98,173,5.0
99,14,5.0
99,419,4.0
99,67,5.0
100,197,5.0
100,328,5.0
100,235,3.0
100,10,2.0
100,394,4.0
101,423,5.0
101,424,5.0
101,26,5.0
102,426,4.0
102,26,5.0
102,306,4.0
103,183,4.0
103,429,3.0
103,430,3.0
104,317,5.0
104,431,5.0
104,13,5.0
104,354,5.0
105,196,5.0
105,433,5.0
105,195,4.0
105,126,3.0
106,74,5.0
106,306,5.0
106,34,5.0
107,435,2.0
107,74,5.0
107,235,5.0
107,356,4.0
107,436,5.0
108,398,5.0
108,292,4.0
108,37,5.0
108,349,5.0
109,39,5.0
109,306,5.0
109,366,5.0
110,6,5.0
110,439,5.0
110,197,5.0
111,79,5.0
111,441,5.0
111,442,5.0
112,216,5.0
112,128,2.0
112,74,2.0
112,67,5.0
113,37,3.0
113,93,4.0
113,305,3.0
113,118,2.0
113,90,3.0
113,443,5.0
113,323,5.0
113,444,5.0
113,66,5.0
113,56,5.0
113,21,5.0
113,433,5.0
113,231,4.0
114,447,5.0
114,16,5.0
114,243,5.0
115,449,4.0
115,450,3.0
115,114,5.0
116,451,2.0
116,452,3.0
116,411,5.0
117,39,5.0
117,453,5.0
117,256,4.0
118,354,5.0
118,295,5.0
118,455,5.0
118,106,5.0
118,456,5.0
119,459,5.0
119,460,5.0
119,461,5.0
119,462,5.0
119,233,5.0
119,463,5.0
119,72,5.0
119,26,5.0
119,40,5.0
119,464,5.0
119,465,4.0
119,466,5.0
119,467,5.0
119,341,5.0
119,80,5.0
119,37,5.0
119,280,5.0
119,468,5.0
119,469,5.0
120,218,5.0
120,6,5.0
120,214,5.0
121,391,5.0
121,460,5.0
121,70,5.0
121,471,5.0
121,301,5.0
121,322,5.0
122,191,5.0
122,90,5.0
122,311,5.0
123,474,5.0
123,364,5.0
123,379,5.0
123,293,5.0
123,26,5.0
123,475,5.0
123,16,5.0
124,476,5.0
124,77,5.0
124,90,5.0
125,243,5.0
125,305,5.0
125,105,5.0
125,323,4.0
125,477,5.0
126,479,1.0
126,401,5.0
126,480,2.0
127,482,5.0
127,483,5.0
127,484,5.0
127,245,3.0
127,367,5.0
127,485,5.0
127,243,5.0
127,486,5.0
127,487,5.0
128,122,5.0
128,44,4.0
128,316,3.0
128,489,4.0
128,490,5.0
128,29,5.0
128,66,4.0
129,154,5.0
129,492,4.0
129,55,5.0
130,391,4.0
130,152,5.0
130,280,5.0
131,32,5.0
131,495,5.0
131,437,5.0
132,155,5.0
132,497,5.0
132,498,5.0
133,499,4.0
133,500,5.0
133,323,5.0
133,39,4.0
133,84,4.0
133,235,5.0
133,501,3.0
133,502,5.0
133,503,5.0
134,233,5.0
134,341,5.0
134,319,5.0
134,505,5.0
135,163,4.0
135,506,5.0
135,507,4.0
136,472,5.0
136,189,3.0
136,508,5.0
136,227,5.0
136,509,5.0
136,215,5.0
136,39,3.0
136,510,5.0
137,511,1.0
137,512,5.0
137,301,1.0
137,513,5.0
137,514,5.0
138,72,5.0
138,37,4.0
138,38,5.0
138,16,5.0
138,515,4.0
138,516,4.0
139,166,4.0
139,518,5.0
139,475,5.0
139,448,3.0
140,16,5.0
140,239,5.0
140,7,5.0
140,37,5.0
141,99,5.0
141,97,5.0
141,37,3.0
141,366,5.0
142,521,5.0
142,173,5.0
142,34,5.0
142,117,3.0
142,208,5.0
142,221,5.0
143,294,5.0
143,299,5.0
143,522,5.0
143,6,5.0
143,523,5.0
143,524,5.0
143,131,4.0
143,525,4.0
143,1,5.0
143,526,4.0
144,527,5.0
144,528,5.0
144,355,5.0
144,26,5.0
145,530,5.0
145,531,5.0
145,532,5.0
146,391,4.0
146,533,4.0
146,522,5.0
147,390,2.0
147,534,2.0
147,535,5.0
147,442,5.0
147,227,5.0
147,246,4.0
147,536,5.0
147,156,5.0
148,197,5.0
148,538,5.0
148,90,5.0
148,285,5.0
148,539,5.0
148,37,1.0
148,16,5.0
148,102,3.0
148,540,5.0
148,512,5.0
148,477,3.0
148,541,5.0
148,308,5.0
148,181,5.0
